Sentence	True	Predicted
kya	O	O

hoga	O	O

..?	O	O

#IndvsPak	O	O

		

1880s	O	O

:	O	O

Kedarnath	B-PLACE	B-PLACE

Temple	I-PLACE	I-PLACE

,	O	O

One	O	O

of	O	O

12	O	O

Jyotirlingas	O	O

of	O	O

Lord	O	O

Shiva	B-PERSON	O

.	O	O

#MahaShivratri	O	O

!	O	O

@IndiaHistorypic	O	O

http://t.co/b9nmeZwCZu	O	O

		

@emraanhashmi	O	O

Today	O	O

is	O	O

Mahashivratri	O	O

.	O	O

Kya	O	O

pharak	O	O

padta	O	O

hai	O	O

		

Usski	O	O

ek	O	O

issi	O	O

jid	O	O

k	O	O

usse	O	O

Khojne	O	O

ki	O	O

...	O	O

Vo	O	O

aab	O	O

tak	O	O

gumsuda	O	O

hai	O	O

ham	O	O

aab	O	O

tak	O	O

bekhabar	O	O

hai	O	O

..	O	O

		

@upadhayay03	O	O

nehin	O	O

bhula	O	O

yaar	O	O

...	O	O

yahan	O	O

koi	O	O

yaad	O	O

nehin	O	O

karta	O	O

tha	O	O

ta	O	O

aana	O	O

chhod	O	O

diya	O	O

		

'	O	O

Kanna	O	O

de	O	O

vich	O	O

Gallan	O	O

Kara	O	O

Pyar	O	O

Diya	O	O

'	O	O

Song	O	B-PERSON

Lyrics	O	I-PERSON

-	O	O

Diljit	B-PERSON	O

Dosanjh	I-PERSON	O

http://t.co/j3M6oEOc6k	O	O

#	O	O

#MahaShivratri	O	O

http://t.co/j7N3SzGRc4	O	O

		

@VigneshKanda	O	O

then	O	O

rajini	B-PERSON	O

murugan	I-PERSON	O

should	O	O

be	O	O

at	O	O

6	O	O

;)	O	O

		

@ImAkanksha26	O	O

@ImVKohlisAngel	O	O

@Drama_queenRJ	O	O

@Rahat_Raina	O	O

meh	O	O

mst	O	O

aap	O	O

boliye	O	O

		

Won	O	O

the	O	O

match	O	O

!!	O	O

Gambhir	B-PERSON	O

u	O	O

r	O	O

a	O	O

devil	O	O

!!	O	O

#KorboLorboJeetbo	O	O

#IPLT20	O	O

#KKRvDD	O	O

#SRK	O	O

		

via	O	O

@iishitav	O	O

!	O	O

Main	O	O

bada	O	O

aadmi	O	O

ban	O	O

gaya	O	O

;p	O	O

https://t.co/0J7Bodd3dU	O	O

		

Agar	O	O

aaj	O	O

NOIDA	B-PLACE	O

aur	O	O

gurgoan	B-PLACE	O

mai	O	O

accuired	O	O

land	O	O

na	O	O

hota	O	O

to	O	O

adha	O	O

delhi	B-PLACE	O

unemployed	O	O

baitha	O	O

hota	O	O

.	O	O

ArvindAnnaBack	O	O

#LandAcquisitionBill	O	O

.	O	O

		

Fenkte	O	O

congress	B-ORGANISATION	O

wale	O	O

hai	O	O

israt	B-PERSON	O

ko	O	O

shahid	O	O

Bol	O	O

ke	O	O

https://t.co/PCAajl30Qr	O	O

		

GAAND	O	O

KA	O	O

ANDHAPAN	O	O

BAHANCHOD	O	O

UMPIRE	O	O

ME	O	O

BBHI	O	O

AA	O	O

GAY	O	O

MADARCHOD	O	O

BEAMER	O	O

NAHI	O	O

THI	O	O

YE	O	O

???	O	O

#IndvsPak	O	O

#CWC15	O	O

		

Bus	O	O

ek	O	O

dusre	O	O

ki	O	O

taang	O	O

khichte	O	O

raho	O	O

#Indvspak	O	O

https://t.co/aJrfkmhU7m	O	O

		

Mere	O	O

Dost	O	O

Picture	O	O

Abhi	O	O

Baaki	O	O

Hai	O	O

(	O	O

2012	O	O

):	O	O

Director	O	O

Rajnish	B-PERSON	O

Thakur	I-PERSON	O

(	O	O

Director	O	O

)	O	O

Writer	O	B-PERSON

Rajnish	B-PERSON	I-PERSON

http://t.co/sgGeqmgD	O	O

		

Itna	O	O

bada	O	O

No	O	O

ball	O	O

dala	O	O

pandya	B-PERSON	O

ne	O	O

https://t.co/8ET49fA1qc	O	O

		

@rozzmarrie	O	O

@chetan_bhagat	O	O

@upadhyaysbjp	O	O

@upadhyayumesh	O	O

this	O	O

chamcha	O	O

akways	O	O

has	O	O

a	O	O

nontreatable	O	O

verbal	O	O

diarrhoea	O	O

!!	O	O

		

Rahul	B-PERSON	O

""""	O	O

mukth	O	O

bharath	B-PERSON	O

""""	O	O

is	O	O

good	O	O

for	O	O

India	B-PLACE	O

#WhereIsRahul	O	O

		

RT	O	O

@BharatMataFirst	O	O

:	O	O

Hahahah	O	O

!!!!!	O	O

Oyyee	O	O

taklu	O	O

..	O	O

@VishalDadlani	O	O

Sunn	O	O

bhai	O	O

..	O	O

https://t.co/vySkek1niB	O	O

		

Bangladesh	B-PLACE	O

won't	O	O

be	O	O

able	O	O

to	O	O

blame	O	O

no	O	O

ball	O	O

to	O	O

Rohit	B-PERSON	O

Sharma	I-PERSON	O

#AsiaCupT20Final	O	O

		

RT	O	O

@LoveableNancy	O	O

:	O	O

@Gurmeetramrahim	O	O

#MSGrequest	O	O

great	O	O

work	O	O

guru	O	O

ji	O	O

		

RT	O	O

@bainjal	O	O

:	O	O

Is	O	O

""""	O	O

entire	O	O

political	O	O

science	O	O

""""	O	O

a	O	O

nod	O	O

to	O	O

the	O	O

sangh's	O	O

""""	O	O

Akhand	O	B-PERSON

Bharat	B-PLACE	I-PERSON

""""	O	O

?	O	O

#PMfarziDegree	O	O

fans	O	O

heart	O	O

..	O	O

		

@NeelakshiGswm	O	O

so	O	O

this	O	O

is	O	O

not	O	O

called	O	O

communalism	O	O

??	O	O

Supporting	O	O

rapist	O	O

on	O	O

the	O	O

basis	O	O

of	O	O

religion	O	O

!!!	O	O

		

@iamsrk	O	O

@Varun_dvn	O	O

@kritisanon	O	O

Shah	B-PERSON	O

ka	O	O

ek	O	O

comment	O	O

aur	O	O

media	O	O

walle	O	O

peeche	O	O

bhaage	O	O

,	O	O

waise	O	O

hee	O	O

mere	O	O

manwa	O	O

mai	O	O

emotions	O	O

jaage	O	O

;)	O	O

		

First	O	O

Look	O	O

Of	O	O

Anushka	B-PERSON	O

Sharma	I-PERSON	O

In	O	O

Sultan	O	O

https://t.co/ObqxsJaP1E	O	O

		

@abpnewshindi	O	O

@SriSri	O	O

@dibang	O	O

awsome	O	O

jai	O	O

sri	O	O

Ram	B-PERSON	O

		

RT	O	O

@NaMo_272	O	O

:	O	O

""""	O	O

YuvaiTV	B-ORGANISATION	O

:	O	O

Debottlenecking	O	O

traffic	O	O

facility	O	O

works	O	O

-	O	O

100%	O	O

more	O	O

funds	O	O

allocated	O	O

-	O	O

Shri	O	O

sureshpprabhu	B-PERSON	O

#RailBudget2015	O	O

http://t	O	O

.	O	O

		

@AkasaSing	O	O

Mahashivratri	O	O

ki	O	O

Shubhkamnaye	O	O

.	O	O

Waise	O	O

tumne	O	O

bhi	O	O

wrat	O	O

rakha	O	O

hai	O	O

aur	O	O

rakha	O	O

hai	O	O

to	O	O

kiske	O	O

liye	O	O

rakha	O	O

hai	O	O

?..	O	O

I	O	O

m	O	O

the	O	O

biggest	O	O

#Akasians	O	O

		

I	O	O

am	O	O

bad	O	O

at	O	O

twitter	B-ORGANISATION	O

,	O	O

but	O	O

I	O	O

am	O	O

not	O	O

a	O	O

quitter	O	O

.	O	O

Ganda	O	O

waala	O	O

addict	O	O

ban	O	O

ke	O	O

hi	O	O

deactivate	O	O

karunga	O	O

.	O	O

Yours	O	O

sincerely	O	O

,	O	O

Desi	O	O

Vella	O	O

!	O	O

		

@LCFC	O	O

fairytale	O	O

!	O	O

Deserved	O	O

every	O	O

bit	O	O

of	O	O

it	O	O

!	O	O

Congratulations	O	B-PERSON

Champions	O	I-PERSON

!	O	O

		

RT	O	O

@mangeshkarlata	O	O

:	O	O

Virat	B-PERSON	O

ki	O	O

main	O	O

kya	O	O

tareef	O	O

karun	O	O

,	O	O

woh	O	O

khud	O	O

hi	O	O

tareef	O	O

hai	O	O

.	O	O

		

RT	O	O

@indori_tweets	O	O

:	O	O

Poonam	B-PERSON	O

pande	I-PERSON	O

Semifinal	O	O

		

Havana&Japa	O	O

On	O	O

The	O	O

Eve	O	O

Of	O	O

#Mahashivratri	O	O

At	O	O

Omkareshwar	B-PLACE	B-PERSON

Jyotirlinga	I-PLACE	I-PERSON

.	O	O

http://t.co/iz677opkDD	O	O

via	O	O

@AshramSewaTeam	O	O

		

#SumitSambhalLega	O	O

-->>	O	O

Namit	B-PERSON	O

Das	I-PERSON	O

plays	O	O

lead	O	O

in	O	O

Everybody	O	O

Loves	O	O

Raymond	B-ORGANISATION	O

India	B-PLACE	O

version	O	O

https://t.co/0vOwIqg2NJ	O	O

via	O	O

@sharethis	O	O

		

@saadbinnaeem	O	O

I	O	O

know	O	O

.	O	O

Zubaida	O	O

aapa	O	O

ka	O	O

bus	O	O

chale	O	O

saare	O	O

mulk	O	O

ko	O	O

bleach	O	O

ki	O	O

karahi	O	O

mein	O	O

daal	O	O

den	O	O

.	O	O

		

#IndvsPak	O	O

Lagatar	O	O

6	O	O

#WC	O	O

se	O	O

TV	O	O

todte	O	O

aa	O	O

rahe	O	O

h	O	O

hahahaha	O	O

....	O	O

		

Modi	B-PERSON	O

:	O	O

Ready	O	O

?	O	O

Camera	O	O

Man	O	O

:	O	O

Yes	O	O

sir	O	O

Modi	B-PERSON	B-PLACE

:	O	O

Ye	O	O

le	O	O

!!!	O	O

https://t.co/MSReZ2EESk	O	O

		

Ranbir	B-PERSON	O

and	O	O

Katrina	B-PERSON	O

Fly	O	O

to	O	O

Morocco	B-PLACE	O

(	O	O

Separately	O	O

)	O	O

For	O	O

Jagga	O	O

Jasoos	O	O

:	O	O

Katrina	B-PERSON	O

is	O	O

believed	O	O

to	O	O

have	O	O

boarde	O	O

...	O	O

https://t.co/bBIZ683jde	O	O

via	O	O

@ndtv	O	O

		

RT	O	O

@itisprashanth	O	O

:	O	O

#Theri	O	O

collection	O	O

update	O	O

:	O	O

Coimbatore	B-PLACE	O

distributor	O	O

share	O	O

-	O	O

9C	O	O

.	O	O

Trichy	B-PLACE	O

distributor	O	O

share	O	O

-	O	O

6C	O	O

.	O	O

Next	O	O

to	O	O

Endhiran	B-PLACE	O

.	O	O

Beats	O	O

thu	O	O

		

I'm	O	O

at	O	O

Meena	B-PLACE	B-PERSON

Bazaar	I-PLACE	I-PERSON

https://t.co/iO1FNSTE60	O	O

		

@Gurmeetramrahim	O	O

MSGMissionHumanity	O	B-PERSON

Aadiguru	B-PERSON	I-PERSON

ki	O	O

jai	O	O

..	O	O

aadiguru	B-PERSON	O

sadiyon	O	O

baad	O	O

hame	O	O

Mila	O	B-PLACE

.	O	O

Dhan	O	O

dhan	O	O

satguru	B-PERSON	O

tera	O	O

hi	O	O

aasra	O	O

.	O	O

		

RT	O	O

@LungFakeer	O	O

:	O	O

Meanwhile	O	O

,	O	O

Anushka	B-PERSON	O

tidies	O	O

her	O	O

bed	O	O

,	O	O

smiling	O	O

.	O	O

#IndvsPak	O	O

http://t.co/0WpgG6WRUs	O	O

		

Great	O	O

start	O	O

to	O	O

a	O	O

weekend	O	O

!	O	O

Samode	B-PLACE	B-PERSON

Palace	I-PLACE	I-PERSON

Jaipur	B-PLACE	I-PERSON

,	O	O

Rajasthan	B-PLACE	O

India	B-PLACE	O

#beautiful	O	O

#himalayas	O	O

#india	O	O

https://t.co/Cw3m2ZStBp	O	O

		

I	O	O

will	O	O

not	O	O

increase	O	O

#railfare	O	O

,	O	O

says	O	O

RailwayMinister	O	O

@sureshpprabhu	O	O

.	O	O

Pitches	O	O

for	O	O

Swachh	O	O

Rail	O	O

Swachh	O	O

Bharat	B-PLACE	O

#RailBudget2015	O	O

		

RT	O	O

@imdpk007	O	O

:	O	O

Afzal	B-PERSON	O

hum	O	O

sharminda	O	O

hai	O	O

,	O	O

Pakistan	B-PLACE	O

ko	O	O

harane	O	O

wale	O	O

abhi	O	O

zinda	O	O

hai	O	O

-	O	O

Slogans	O	O

in	O	O

JNU	B-ORGANISATION	B-ORGANISATION

#IndvsPak	O	O

#WT20	O	O

@coolfunnytshirt	O	O

		

RT	O	O

@Saj_PakPassion	O	O

:	O	O

PCB	B-ORGANISATION	O

confirms	O	O

that	O	O

Intikhab	B-PERSON	B-PERSON

Alam	I-PERSON	I-PERSON

will	O	O

be	O	O

the	O	O

team	O	O

manager	O	O

for	O	O

Pakistan's	B-PLACE	O

tour	O	O

of	O	O

England	B-PLACE	O

#Cricket	O	O

#EngvPak	O	O

		

RT	O	O

@DineshGhodke	O	O

:	O	O

#AnnaReturns	O	O

in	O	O

Marathi	O	O

translates	O	O

as	O	O

#ParatAnna	O	O

.	O	O

Then	O	O

the	O	O

question	O	O

arises	O	O

'	O	O

kaay	O	O

aanu'	O	O

?	O	O

A	O	O

:	O	O

Rahul	B-PERSON	O

.	O	O

#RahulOnLeave	O	O

		

RT	O	O

@Purani_Delhi	O	O

:	O	O

Ye	O	O

kya	O	O

bhasad	O	O

macha	O	O

rahe	O	O

hai	O	O

be	O	O

https://t.co/4SdwIWaKda	O	O

		

Marvel's	O	O

#CivilWarTrailer	O	O

2	O	O

Last	O	O

5sec	O	O

#Spiderman	O	O

Adhurssssssss	O	O

#Spidey	O	O

&	O	O

#Antman	O	O

in	O	O

#Civilwar	O	O

Chaluuu	O	O

https://t.co/mijW7XsmiF	O	O

via	O	O

@YouTube	O	O

		

RT	O	O

@Iam_Prerna	O	O

:	O	O

Ye	O	O

nalayak	O	O

out	O	O

bhi	O	O

honge	O	O

aur	O	O

gaaliyan	O	O

bhi	O	O

khayenge	O	O

#IndvsPak	O	O

		

RT	O	O

@KidambiKC	O	O

:	O	O

Amazing-	O	O

Hanging	O	O

Pillar	O	O

at	O	O

Lepakshi	B-PLACE	B-PLACE

Temple	I-PLACE	I-PLACE

,	O	O

Andhra	B-PLACE	O

Pradesh	I-PLACE	O

#Mahashivratri	O	O

#Telugu	O	O

http://t.co/USEjmAjuCL	O	O

		

Similarity	O	O

between	O	O

Shri	O	O

Modi	B-PERSON	O

and	O	O

Captain	O	O

Dhoni	B-PERSON	O

is	O	O

;	O	O

Both	O	O

Finishes	O	O

the	O	O

Game	O	O

with	O	O

SIX	O	O

...!!!	O	O

		

#BecauseOfBabri	O	O

Hindu	O	O

realized	O	O

their	O	O

life	O	O

value	O	O

for	O	O

secularism	O	O

..	O	O

		

Ki	O	O

&	O	O

Ka	O	O

Official	O	O

Trailer	O	O

-	O	O

Kareena	B-PERSON	B-PERSON

Kapoor	I-PERSON	I-PERSON

,	O	O

Arjun	B-PERSON	B-PERSON

Kapoor	I-PERSON	I-PERSON

https://t.co/hx35zQi0Dk	O	O

l	O	O

Zameen	O	O

Wapsi	O	O

Andolan	O	O

#WhereIsRahul	O	O

		

@Atheist_Krishna	O	O

Duniya	O	O

mein	O	O

3	O	O

cheeze	O	O

hoti	O	O

zaroor	O	O

hai	O	O

lekin	O	O

kisine	O	O

dekhi	O	O

nahin	O	O

.	O	O

bhooton	O	O

ka	O	O

sansar	O	O

,	O	O

sacha	O	O

wala	O	O

pyar	O	O

or	O	O

Degree	O	B-PERSON

#DegreeDialogues	O	O

		

RT	O	O

@SameerAllana	O	O

:	O	O

@avinaSHarma10	O	O

you	O	O

forgot	O	O

Nehra	B-PERSON	B-PERSON

,	O	O

Sreesanth	B-PERSON	O

and	O	O

Chawla	B-PERSON	O

:(	O	O

		

South	B-PLACE	O

africa	I-PLACE	O

walon	O	O

patakhe	O	O

to	O	O

hum	O	O

hi	O	O

fodenge	O	O

#IndvsSA	O	O

#CWC15	O	O

		

MCBC	O	O

BBC	O	O

Hindi	O	O

.	O	O

Faqra	O	O

Hai	O	O

..	O	O

https://t.co/yOgUDO6CqN	O	O

		

RT	O	O

@srinivyasan	O	O

:	O	O

Kahin	O	O

Pakistani	O	O

nahi	O	O

khel	O	O

sakte	O	O

,	O	O

kahin	O	O

Sri	B-PLACE	B-PERSON

Lanka	I-PLACE	I-PERSON

wale	O	O

nahi	O	O

khel	O	O

sakte	O	O

.	O	O

Kahin	O	O

stands	O	O

ko	O	O

clearance	O	O

nahi	O	O

mil	O	O

rakha	O	O

.	O	O

Mazak	O	O

ban	O	O

		

RT	O	O

@srisrinow	O	O

:	O	O

#MahaShivratri	O	O

Rudra	B-PERSON	B-PERSON

Abhishekam	I-PERSON	I-PERSON

in	O	O

Presence	O	O

of	O	O

Gurudev	O	B-PERSON

SriSri	B-PERSON	I-PERSON

#SriSriNow	O	O

#AOLShivaratri	O	O

at	O	O

GuruPaduka	B-PLACE	O

http://t.co/urD4FW2RN7	O	O

		

RT	O	O

@Sharma_rajni29	O	O

:	O	O

@Gurmeetramrahim	O	O

#MSGappeals	O	O

u	O	O

r	O	O

real	O	O

care	O	O

taker	O	O

guru	O	O

paa	O	O

.	O	O

hats	O	O

off	O	O

tu	O	O

ur	O	O

teachings	O	O

...	O	O

		

RT	O	O

@Justice_ORNAB	O	O

:	O	O

Cant	O	O

criticize	O	O

Mamata	B-PERSON	O

in	O	O

WB	B-PLACE	O

,	O	O

Azam	B-PERSON	O

in	O	O

UP	B-PLACE	O

,	O	O

Jayalalitha	B-PERSON	O

in	O	O

TN	B-PLACE	O

,	O	O

Owaisi	B-PERSON	O

in	O	O

AP	B-PLACE	O

,	O	O

Sonia	B-PERSON	O

in	O	O

India	B-PLACE	B-PLACE

.	O	O

But	O	O

can	O	O

abuse	O	O

Modi	B-PERSON	O

because	O	O

its	O	O

		

#WhereIsRahul	O	O

India	B-PLACE	O

walon	O	O

ko	O	O

maaf	O	O

kardo	O	O

..	O	O

Wapis	O	O

nahi	O	O

ana	O	O

...	O	O

Mom	O	O

ya	O	O

Jiju	O	O

ko	O	O

bol	O	O

Ke	O	O

Italy	B-PLACE	O

main	O	O

koi	O	O

business	O	O

set	O	O

karva	O	O

lijiye	O	O

...	O	O

Try	O	O

something	O	O

new	O	O

		

He	O	O

Ishwar	O	O

.	O	O

Maney	O	O

Jer	O	O

Pachaav	O	O

Va	O	O

Ni	O	O

Ane	O	O

Amrut	O	O

Jirav	O	O

Va	O	O

Ni	O	O

Shakti	O	O

De	O	O

.	O	O

#MahaShivratri	O	O

greetings	O	O

to	O	O

all	O	O

.	O	O

http://t.co/tYHQoRgCsE	O	O

		

RT	O	O

@Shareef_Boy	O	O

:	O	O

Twitter	B-ORGANISATION	O

:	O	O

Whats	O	O

happening	O	O

?	O	O

Shweta	B-PERSON	B-PERSON

Tiwari	I-PERSON	I-PERSON

:	O	O

Mat	O	O

poocho	O	O

...	O	O

		

Caught	O	O

n	O	O

Clicked	O	O

!	O	O

Ranbir	B-PERSON	O

and	O	O

Katrina	B-PERSON	O

Rehearse	O	O

For	O	O

a	O	O

Jagga	O	O

Jasoos	O	O

Dance	O	O

Number	O	O

!	O	O

https://t.co/buhrNEr1IG	O	O

https://t.co/VmQVWew1KA	O	O

		

RT	O	O

@IndiaHistorypic	O	O

Garbhagriha	O	O

of	O	O

Ancient	O	B-PERSON

#Mahakaleshwar	O	O

Jyotirlinga	O	O

,	O	O

#Ujjain	O	O

#MahaShivratri	O	O

http://t.co/vGqM5rBd0X	O	O

#	O	O

#	O	O

		

RT	O	O

@HDL_Global	O	O

:	O	O

Via	O	O

""""	O	O

@AbhaySDube	O	O

:	O	O

#	O	O

-	O	O

Bhagvan	O	O

Shiv	B-PERSON	O

ke	O	O

saathiyon	O	O

ko	O	O

bhi	O	O

pranaam	O	O

kijiye	O	O

.	O	O

#Mahashivratri	O	O

greetings	O	O

to	O	O

all	O	O

!	O	O

http://t	O	O

.	O	O

		

@tubzhoney	O	O

mere	O	O

khayal	O	O

se	O	O

yeh	O	O

sab	O	O

Pakistan	B-PLACE	O

k	O	O

players	O	O

par	O	O

depend	O	O

Karta	O	O

hai	O	O

k	O	O

yeh	O	O

match	O	O

afridi	B-PERSON	O

ka	O	O

akhri	O	O

hai	O	O

ya	O	O

nahi	O	O

		

@NeelakshiGswm	O	O

@narendramodi	O	O

@ArvindKejriwal	O	O

he	O	O

doesnot	O	O

need	O	O

to	O	O

do	O	O

anything	O	O

miss	O	O

,	O	O

jst	O	O

haryana	B-PLACE	O

se	O	O

water	O	O

block	O	O

karwa	O	O

do	O	O

,	O	O

ek	O	O

mahine	O	O

me	O	O

ro	O	O

denge	O	O

		

RT	O	O

754gmailS	O	O

:	O	O

""""	O	O

Asli_malaika	O	O

:	O	O

Happy	O	O

#MahaShivratri	O	O

ppl	O	O

:)	O	O

""""	O	O

,	O	O

I	O	O

,	O	O

loviyu	O	O

,	O	O

mAlaikA	B-PERSON	O

,	O	O

arora	B-PERSON	O

,	O	O

kgan	B-PERSON	O

		

Watching	O	O

mahashivratri	O	O

live	O	O

on	O	O

Aastha	B-ORGANISATION	O

Tv	I-ORGANISATION	O

@SadhguruJV	O	O

ke	O	O

sandhiy	O	O

mein	O	O

.	O	O

Mahadevaye	O	O

namah	O	O

.	O	O

http://t.co/v7kARX8jS7	O	O

		

RT	O	O

@SportsCenter	O	O

:	O	O

Shaq	B-PERSON	O

challenged	O	O

Kobe	B-PERSON	O

last	O	O

night	O	O

...	O	O

and	O	O

of	O	O

course	O	O

,	O	O

Kobe	B-PERSON	O

rose	O	O

to	O	O

the	O	O

occasion	O	O

.	O	O

(	O	O

via	O	O

@Rachel__Nichols	O	O

)	O	O

https://t.co/eIWM4elO	O	O

		

Bum	O	O

Bhole	O	O

Bhole	O	O

-	O	O

Surendra	B-PERSON	B-PERSON

Bihari	I-PERSON	I-PERSON

Goswami	I-PERSON	I-PERSON

&	O	O

Devendra	B-PERSON	O

Bihari	I-PERSON	B-PERSON

Goswami	I-PERSON	I-PERSON

||	O	O

Full	O	B-PERSON

Bhajan	O	I-PERSON

:	O	O

https://t.co/bUBGUjtpcH	O	O

via	O	O

@YouTube	O	O

		

@murtuzaorniwala	O	O

@prateekpendhark	O	O

thanks	O	O

murtu	B-PERSON	O

tu	O	O

hi	O	O

sachcha	O	O

dost	O	O

hai	O	O

		

PIB_India	B-ORGANISATION	O

:	O	O

Inviting	O	O

your	O	O

suggestions	O	O

on	O	O

forthcoming	O	O

#RailBudget2015	O	O

http://t.co/XzdwX3vQz3	O	O

RailMinIndia	B-ORGANISATION	B-PERSON

#IndianRailways	O	O

#sitaramthakare	O	O

#bjp	O	O

		

RT	O	O

@LOLendraSingh	O	O

:	O	O

People	O	O

saying	O	O

Gujarat	B-ORGANISATION	B-PERSON

Lions	I-ORGANISATION	I-PERSON

acquired	O	O

core	O	O

team	O	O

of	O	O

CSK	B-ORGANISATION	O

by	O	O

getting	O	O

Raina	B-PERSON	B-PLACE

,	O	O

Baz	B-PERSON	O

,	O	O

Bravo	B-PERSON	O

,	O	O

Smith	B-PERSON	O

,	O	O

Jadeja	B-PERSON	O

.	O	O

Folks	O	O

!	O	O

MS	B-PERSON	O

Dhoni	I-PERSON	O

IS	O	O

cs	O	O

		

Mahashivratri	O	O

celebrations	O	O

at	O	O

Brahmakumari	B-PLACE	O

park	I-PLACE	O

,	O	O

Nerul	B-PLACE	O

,	O	O

Navi	B-PLACE	O

Mumbai	I-PLACE	O

		

RT	O	O

@KavitaaSinghh	O	O

:	O	O

Bazaaru	O	O

surveys	O	O

par	O	O

sawaal	O	O

khadey	O	O

kiye	O	O

.	O	O

An	O	O

nateezon	O	O

par	O	O

kya	O	O

bolenge	O	O

modi	B-PERSON	O

??	O	O

Grossly	O	O

underestimatd	O	O

d	O	O

mind	O	O

n	O	O

mood	O	O

of	O	O

delhi	B-PLACE	O

		

@mariam_tahir5	O	O

light	O	O

nahi	O	O

he	O	O

ab	O	O

bus	O	O

aona	O	O

name	O	O

change	O	O

kr	O	O

k	O	O

""""	O	O

ROSHAN	B-PERSON	O

""""	O	O

rakh	O	O

leta	O	O

hn	O	O

.	O	O

		

PM	O	O

Modi's	B-PERSON	O

contribution	O	O

in	O	O

international	O	O

arena	O	O

is	O	O

remarkable	O	O

:	O	O

Sri	B-PERSON	O

Sri	B-PERSON	O

Ravi	I-PERSON	O

Shankar	I-PERSON	O

https://t.co/gjwxKvu3dY	O	O

		

@Gurmeetramrahim	O	O

pitaji	O	O

gudninu	O	O

.....	O	O

(	O	O

apko	O	O

PTA	O	O

h	O	O

kya	O	O

)	O	O

chweet	O	O

drmz	O	O

...	O	O

luv	O	O

u	O	O

..	O	O

ol	O	O

#MustWatchMSG	O	O

#MSGinCinemas	O	O

cz	O	O

its	O	O

ultimate	O	O

n	O	O

music	O	O

rocks	O	O

too	O	O

		

Strange	O	O

even	O	O

educated	O	O

people	O	O

think	O	O

sonia	B-PERSON	O

,	O	O

rahul	B-PERSON	O

as	O	O

direct	O	O

descendants	O	O

of	O	O

mahatma	B-PERSON	O

gandhi	I-PERSON	O

&	O	O

vote	O	O

blindly	O	O

for	O	O

them	O	O

.	O	O

sonia	B-PERSON	O

nehru	I-PERSON	O

or	O	O

rahul	B-PERSON	O

nehru	I-PERSON	O

?	O	O

		

LALA	B-PERSON	O

NE	O	O

MATCH	O	O

JITA	O	O

DIYA	O	O

.	O	O

\o/	O	O

